country,proportion,rank,time,value,zhou
马耳他,0.0090%,113,1984,1101828568,欧洲
塞拉利昂,0.0089%,114,1984,1087471861,非洲
贝宁,0.0086%,115,1984,1051133927,非洲
毛里求斯,0.0085%,116,1984,1040557089,非洲
摩纳哥,0.0085%,117,1984,1037314956,欧洲
布隆迪,0.0081%,118,1984,987143931,非洲
百慕大,0.0081%,119,1984,985699968,美洲
乍得,0.0075%,120,1984,919103735,非洲
苏里南,0.0071%,121,1984,864000000,美洲
利比里亚,0.0070%,122,1984,848478300,非洲
新喀里多尼亚,0.0065%,123,1984,796018978,大洋洲
索马里,0.0065%,124,1984,788307213,非洲
毛里塔尼亚,0.0060%,125,1984,726937308,非洲
多哥,0.0059%,126,1984,718148959,非洲
中非,0.0052%,127,1984,637820620,非洲
列支敦士登,0.0041%,128,1984,502617355,欧洲
斯威士兰,0.0041%,129,1984,494475699,非洲
圭亚那,0.0036%,130,1984,437631605,美洲
格陵兰,0.0031%,131,1984,379371608,美洲
莱索托,0.0027%,132,1984,333158476,非洲
安道尔,0.0027%,133,1984,330070689,欧洲
所罗门群岛,0.0021%,134,1984,252806783,大洋洲
圣卢西亚,0.0019%,135,1984,229371734,美洲
伯利兹,0.0018%,136,1984,214381949,美洲
安提瓜和巴布达,0.0017%,137,1984,208372846,美洲
冈比亚,0.0015%,138,1984,177338801,非洲
不丹,0.0014%,139,1984,169264991,亚洲
塞舌尔,0.0012%,140,1984,151313241,非洲
格林纳达,0.0012%,141,1984,145533310,美洲
几内亚比绍,0.0011%,142,1984,138478900,非洲
瓦努阿图,0.0011%,143,1984,135553763,大洋洲
圣文森特和格林纳丁斯,0.0011%,144,1984,135024987,美洲
佛得角,0.0011%,145,1984,132019065,非洲
马尔代夫,0.0009%,146,1984,109503546,亚洲
萨摩亚,0.0009%,147,1984,109200934,大洋洲
多米尼克,0.0009%,148,1984,109157070,美洲
科摩罗,0.0009%,149,1984,107489822,非洲
圣基茨和尼维斯,0.0008%,150,1984,98603924,美洲
汤加,0.0005%,151,1984,64248354,大洋洲
赤道几内亚,0.0004%,152,1984,50320914,非洲
马绍尔群岛,0.0004%,153,1984,45144000,大洋洲
基里巴斯,0.0003%,154,1984,41246160,大洋洲
美国,28.9998%,1,1982,3343789000000,美洲
日本,9.8394%,2,1982,1134518001884,亚洲
德国,6.7350%,3,1982,776576439268,欧洲
法国,5.0725%,4,1982,584877732308,欧洲
英国,4.4669%,5,1982,515048916841,欧洲
意大利,3.7056%,6,1982,427272645239,欧洲
加拿大,2.7190%,7,1982,313506525087,美洲
巴西,2.4430%,8,1982,281682304161,美洲
中国,1.7787%,9,1982,205089699858,亚洲
印度,1.7407%,10,1982,200715145360,亚洲
西班牙,1.6998%,11,1982,195996754051,欧洲
澳大利亚,1.6805%,12,1982,193770274743,大洋洲
墨西哥,1.6011%,13,1982,184609157801,美洲
荷兰,1.3744%,14,1982,158479528266,欧洲
沙特阿拉伯,1.3290%,15,1982,153239017560,亚洲
伊朗,1.0923%,16,1982,125948756439,亚洲
瑞典,0.9839%,17,1982,113444052350,欧洲
瑞士,0.9688%,18,1982,111711490075,欧洲
比利时,0.7987%,19,1982,92095926628,欧洲
印尼,0.7819%,20,1982,90158449307,亚洲
阿根廷,0.7312%,21,1982,84307486836,美洲
南非,0.6801%,22,1982,78423059791,非洲
韩国,0.6745%,23,1982,77773431088,亚洲
奥地利,0.6182%,24,1982,71275287327,欧洲
委内瑞拉,0.5875%,25,1982,67736744186,美洲
土耳其,0.5598%,26,1982,64546332580,欧洲
挪威,0.5433%,27,1982,62647195537,欧洲
丹麦,0.5239%,28,1982,60412844678,欧洲
希腊,0.4737%,29,1982,54617991326,欧洲
芬兰,0.4579%,30,1982,52797582336,欧洲
尼日利亚,0.4458%,31,1982,51397461685,非洲
阿联酋,0.4043%,32,1982,46622718605,亚洲
阿尔及利亚,0.3921%,33,1982,45207088715,非洲
伊拉克,0.3694%,34,1982,42595309882,亚洲
哥伦比亚,0.3380%,35,1982,38968039721,美洲
菲律宾,0.3221%,36,1982,37140163934,亚洲
泰国,0.3173%,37,1982,36589797857,亚洲
香港,0.2801%,38,1982,32291306281,亚洲
巴基斯坦,0.2665%,39,1982,30725972786,亚洲
葡萄牙,0.2648%,40,1982,30527754540,欧洲
以色列,0.2414%,41,1982,27837512212,亚洲
埃及,0.2398%,42,1982,27655172413,非洲
马来西亚,0.2325%,43,1982,26804401815,亚洲
智利,0.2196%,44,1982,25325893205,美洲
新西兰,0.2096%,45,1982,24164603058,大洋洲
秘鲁,0.1890%,46,1982,21793496819,美洲
科威特,0.1871%,47,1982,21577977770,亚洲
爱尔兰,0.1865%,48,1982,21500471383,欧洲
古巴,0.1817%,49,1982,20953510235,美洲
厄瓜多尔,0.1728%,50,1982,19929853574,美洲
保加利亚,0.1677%,51,1982,19342000000,欧洲
孟加拉,0.1607%,52,1982,18525399201,亚洲
摩洛哥,0.1534%,53,1982,17692341358,非洲
波多黎各,0.1454%,54,1982,16764200000,美洲
叙利亚,0.1414%,55,1982,16298905397,亚洲
新加坡,0.1395%,56,1982,16084252378,亚洲
刚果（金）,0.1184%,57,1982,13651667371,非洲
苏丹,0.0801%,58,1982,9240000000,非洲
乌拉圭,0.0796%,59,1982,9178802162,美洲
危地马拉,0.0756%,60,1982,8716999700,美洲
津巴布韦,0.0741%,61,1982,8539700700,非洲
多米尼加,0.0717%,62,1982,8267400000,美洲
特立尼达和多巴哥,0.0706%,63,1982,8140416666,美洲
突尼斯,0.0705%,64,1982,8133401049,非洲
埃塞俄比亚,0.0668%,65,1982,7707678019,非洲
卡塔尔,0.0659%,66,1982,7596703214,亚洲
科特迪瓦,0.0656%,67,1982,7567109766,非洲
阿曼,0.0655%,68,1982,7554719455,亚洲
喀麦隆,0.0635%,69,1982,7322914570,非洲
肯尼亚,0.0558%,70,1982,6431579357,非洲
巴拿马,0.0500%,71,1982,5769767900,美洲
玻利维亚,0.0485%,72,1982,5587490264,美洲
安哥拉,0.0481%,73,1982,5550483035,非洲
巴拉圭,0.0470%,74,1982,5419411764,美洲
斯里兰卡,0.0414%,75,1982,4768765016,亚洲
卢森堡,0.0413%,76,1982,4764549532,欧洲
约旦,0.0406%,77,1982,4680567375,亚洲
文莱,0.0370%,78,1982,4264252336,亚洲
加纳,0.0350%,79,1982,4035994397,非洲
赞比亚,0.0346%,80,1982,3994777777,非洲
巴林,0.0316%,81,1982,3645744680,亚洲
加蓬,0.0314%,82,1982,3618007844,非洲
莫桑比克,0.0313%,83,1982,3612171957,非洲
马达加斯加,0.0306%,84,1982,3526198070,非洲
萨尔瓦多,0.0295%,85,1982,3399189100,美洲
牙买加,0.0286%,86,1982,3293533288,美洲
冰岛,0.0279%,87,1982,3211446625,欧洲
塞内加尔,0.0270%,88,1982,3109677455,非洲
洪都拉斯,0.0252%,89,1982,2903500050,美洲
哥斯达黎加,0.0226%,90,1982,2606621255,美洲
蒙古,0.0221%,91,1982,2552401933,亚洲
尼加拉瓜,0.0214%,92,1982,2465165179,美洲
尼泊尔,0.0208%,93,1982,2395429852,亚洲
巴布亚新几内亚,0.0205%,94,1982,2368584969,大洋洲
乌干达,0.0189%,95,1982,2177500000,非洲
刚果（布）,0.0187%,96,1982,2160640566,非洲
塞浦路斯,0.0187%,97,1982,2159242416,欧洲
纳米比亚,0.0184%,98,1982,2116069373,非洲
尼日尔,0.0175%,99,1982,2017611927,非洲
布基纳法索,0.0152%,100,1982,1754450379,非洲
巴哈马,0.0137%,101,1982,1578300000,美洲
海地,0.0128%,102,1982,1474200000,美洲
卢旺达,0.0122%,103,1982,1407242640,非洲
马里,0.0116%,104,1982,1333754034,非洲
塞拉利昂,0.0112%,105,1982,1295361885,非洲
法属波利尼西亚,0.0112%,106,1982,1286462642,大洋洲
贝宁,0.0110%,107,1982,1267778489,非洲
马耳他,0.0107%,108,1982,1234518125,欧洲
斐济群岛,0.0104%,109,1982,1194015444,大洋洲
马拉维,0.0102%,110,1982,1180104216,非洲
摩纳哥,0.0099%,111,1982,1143229071,欧洲
澳门,0.0098%,112,1982,1130457130,亚洲
毛里求斯,0.0094%,113,1982,1078408829,非洲
博茨瓦纳,0.0088%,114,1982,1014907254,非洲
布隆迪,0.0088%,115,1982,1013222222,非洲
巴巴多斯,0.0086%,116,1982,989409834,美洲
苏里南,0.0079%,117,1982,915000000,美洲
新喀里多尼亚,0.0078%,118,1982,904619629,大洋洲
利比里亚,0.0075%,119,1982,863933200,非洲
乍得,0.0072%,120,1982,834369860,非洲
多哥,0.0071%,121,1982,821651918,非洲
百慕大,0.0068%,122,1982,785500032,美洲
索马里,0.0067%,123,1982,774419569,非洲
毛里塔尼亚,0.0065%,124,1982,750214401,非洲
中非,0.0065%,125,1982,748312283,非洲
斯威士兰,0.0047%,126,1982,537575980,非洲
列支敦士登,0.0045%,127,1982,522090331,欧洲
圭亚那,0.0042%,128,1982,482000000,美洲
格陵兰,0.0035%,129,1982,402405069,美洲
安道尔,0.0033%,130,1982,375895956,欧洲
莱索托,0.0030%,131,1982,348746822,非洲
冈比亚,0.0019%,132,1982,216051495,非洲
圣卢西亚,0.0017%,133,1982,193148724,美洲
所罗门群岛,0.0016%,134,1982,188446092,大洋洲
伯利兹,0.0016%,135,1982,182206326,美洲
几内亚比绍,0.0014%,136,1982,165523634,非洲
安提瓜和巴布达,0.0014%,137,1982,164369278,美洲
不丹,0.0013%,138,1982,148934334,亚洲
塞舌尔,0.0013%,139,1982,147912069,非洲
佛得角,0.0012%,140,1982,140630758,非洲
格林纳达,0.0011%,141,1982,125435590,美洲
萨摩亚,0.0011%,142,1982,121221651,大洋洲
圣文森特和格林纳丁斯,0.0010%,143,1982,113759203,美洲
科摩罗,0.0009%,144,1982,107089552,非洲
瓦努阿图,0.0009%,145,1982,98144643,大洋洲
多米尼克,0.0008%,146,1982,89527576,美洲
圣基茨和尼维斯,0.0007%,147,1982,86021798,美洲
汤加,0.0005%,148,1982,62068161,大洋洲
马尔代夫,0.0004%,149,1982,47935843,亚洲
赤道几内亚,0.0004%,150,1982,44294647,非洲
基里巴斯,0.0004%,151,1982,40572066,大洋洲
马绍尔群岛,0.0003%,152,1982,34918000,大洋洲
美国,30.8929%,1,1983,3634038000000,美洲
日本,10.5695%,2,1983,1243323592058,亚洲
德国,6.5516%,3,1983,770684323247,欧洲
法国,4.7594%,4,1983,559869179791,欧洲
英国,4.1622%,5,1983,489618008185,欧洲
意大利,3.7663%,6,1983,443042373916,欧洲
加拿大,2.8950%,7,1983,340547711781,美洲
中国,1.9611%,8,1983,230686747153,亚洲
印度,1.8554%,9,1983,218262273410,亚洲
巴西,1.7283%,10,1983,203304515490,美洲
澳大利亚,1.5049%,11,1983,177030416471,大洋洲
西班牙,1.4533%,12,1983,170951185730,欧洲
伊朗,1.3293%,13,1983,156365156618,亚洲
墨西哥,1.3275%,14,1983,156159198584,美洲
荷兰,1.3044%,15,1983,153445466064,欧洲
沙特阿拉伯,1.0981%,16,1983,129171635311,亚洲
瑞士,0.9463%,17,1983,111314328474,欧洲
瑞典,0.8854%,18,1983,104154538273,欧洲
阿根廷,0.8839%,19,1983,103979106777,美洲
南非,0.7431%,20,1983,87415851379,非洲
比利时,0.7412%,21,1983,87184238658,欧洲
韩国,0.7398%,22,1983,87024427972,亚洲
印尼,0.6890%,23,1983,81052283404,亚洲
奥地利,0.6131%,24,1983,72121016623,欧洲
委内瑞拉,0.5743%,25,1983,67556279069,美洲
土耳其,0.5243%,26,1983,61678280115,欧洲
挪威,0.5239%,27,1983,61627240831,欧洲
丹麦,0.5155%,28,1983,60644782176,欧洲
芬兰,0.4333%,29,1983,50973526900,欧洲
希腊,0.4202%,30,1983,49428872678,欧洲
阿尔及利亚,0.4149%,31,1983,48801369800,非洲
阿联酋,0.3639%,32,1983,42803323345,亚洲
伊拉克,0.3451%,33,1983,40595046638,亚洲
泰国,0.3404%,34,1983,40042826244,亚洲
哥伦比亚,0.3292%,35,1983,38729822781,美洲
尼日利亚,0.3014%,36,1983,35451565749,非洲
菲律宾,0.2823%,37,1983,33212180658,亚洲
以色列,0.2643%,38,1983,31092231687,亚洲
埃及,0.2632%,39,1983,30966239813,非洲
马来西亚,0.2580%,40,1983,30346788437,亚洲
香港,0.2542%,41,1983,29907091339,亚洲
巴基斯坦,0.2439%,42,1983,28691890433,亚洲
葡萄牙,0.2316%,43,1983,27239650741,欧洲
新西兰,0.2067%,44,1983,24309279705,大洋洲
古巴,0.1888%,45,1983,22204940512,美洲
科威特,0.1774%,46,1983,20869434305,亚洲
爱尔兰,0.1767%,47,1983,20790917196,欧洲
智利,0.1730%,48,1983,20355959237,美洲
新加坡,0.1512%,49,1983,17784112149,亚洲
孟加拉,0.1497%,50,1983,17609048821,亚洲
叙利亚,0.1495%,51,1983,17589184556,亚洲
秘鲁,0.1475%,52,1983,17345624453,美洲
波多黎各,0.1469%,53,1983,17276600000,美洲
厄瓜多尔,0.1458%,54,1983,17152483214,美洲
保加利亚,0.1408%,55,1983,16563666666,欧洲
摩洛哥,0.1382%,56,1983,16251460689,非洲
刚果（金）,0.0936%,57,1983,11006712650,非洲
多米尼加,0.0784%,58,1983,9220600000,美洲
危地马拉,0.0769%,59,1983,9050000400,美洲
埃塞俄比亚,0.0728%,60,1983,8567890821,非洲
突尼斯,0.0710%,61,1983,8350176782,非洲
苏丹,0.0700%,62,1983,8230153846,非洲
阿曼,0.0674%,63,1983,7932541690,亚洲
津巴布韦,0.0660%,64,1983,7764067000,非洲
特立尼达和多巴哥,0.0660%,65,1983,7763750000,美洲
喀麦隆,0.0628%,66,1983,7381854746,非洲
科特迪瓦,0.0581%,67,1983,6838185418,非洲
卡塔尔,0.0550%,68,1983,6467582307,亚洲
肯尼亚,0.0508%,69,1983,5979198463,非洲
巴拿马,0.0504%,70,1983,5923755900,美洲
安哥拉,0.0492%,71,1983,5784341596,非洲
巴拉圭,0.0482%,72,1983,5673248726,美洲
玻利维亚,0.0461%,73,1983,5422440961,美洲
斯里兰卡,0.0439%,74,1983,5167913302,亚洲
乌拉圭,0.0434%,75,1983,5102281255,美洲
约旦,0.0418%,76,1983,4920407601,亚洲
卢森堡,0.0398%,77,1983,4683697830,欧洲
加纳,0.0345%,78,1983,4057275042,非洲
文莱,0.0327%,79,1983,3844723142,亚洲
巴林,0.0318%,80,1983,3735106382,亚洲
牙买加,0.0308%,81,1983,3619294120,美洲
马达加斯加,0.0299%,82,1983,3511573991,非洲
萨尔瓦多,0.0298%,83,1983,3506347800,美洲
加蓬,0.0288%,84,1983,3391275731,非洲
莫桑比克,0.0275%,85,1983,3236430348,非洲
赞比亚,0.0273%,86,1983,3216307692,非洲
哥斯达黎加,0.0268%,87,1983,3146770103,美洲
洪都拉斯,0.0262%,88,1983,3076999950,美洲
塞内加尔,0.0236%,89,1983,2774199193,非洲
冰岛,0.0235%,90,1983,2770107922,欧洲
尼加拉瓜,0.0233%,91,1983,2743341724,美洲
蒙古,0.0232%,92,1983,2725736633,亚洲
巴布亚新几内亚,0.0218%,93,1983,2562492524,大洋洲
尼泊尔,0.0208%,94,1983,2447174803,亚洲
纳米比亚,0.0195%,95,1983,2293990996,非洲
乌干达,0.0190%,96,1983,2240333333,非洲
塞浦路斯,0.0184%,97,1983,2160364071,欧洲
刚果（布）,0.0178%,98,1983,2097274289,非洲
尼日尔,0.0153%,99,1983,1803099731,非洲
巴哈马,0.0147%,100,1983,1732800000,美洲
海地,0.0138%,101,1983,1623600000,美洲
布基纳法索,0.0136%,102,1983,1600278756,非洲
卢旺达,0.0126%,103,1983,1479688125,非洲
法属波利尼西亚,0.0114%,104,1983,1335895286,大洋洲
马里,0.0110%,105,1983,1297765448,非洲
马拉维,0.0104%,106,1983,1223186840,非洲
博茨瓦纳,0.0100%,107,1983,1172258182,非洲
马耳他,0.0099%,108,1983,1165771369,欧洲
斐济群岛,0.0095%,109,1983,1123107276,大洋洲
美国,25.4139%,1,1980,2857307000000,美洲
日本,9.8317%,2,1980,1105385973763,亚洲
德国,8.4522%,3,1980,950290856574,欧洲
法国,6.2375%,4,1980,701288419745,欧洲
澳门,0.0095%,110,1983,1121486562,亚洲
贝宁,0.0093%,111,1983,1095348302,非洲
摩纳哥,0.0093%,112,1983,1092551781,欧洲
毛里求斯,0.0093%,113,1983,1090276947,非洲
英国,5.0248%,5,1980,564947710899,欧洲
意大利,4.2449%,6,1980,477256776396,欧洲
加拿大,2.4358%,7,1980,273853826377,美洲
巴西,2.0904%,8,1980,235024598983,美洲
西班牙,2.0703%,9,1980,232766822928,欧洲
布隆迪,0.0092%,114,1983,1082926304,非洲
巴巴多斯,0.0089%,115,1983,1050514592,美洲
塞拉利昂,0.0085%,116,1983,995104305,非洲
百慕大,0.0076%,117,1983,889400000,美洲
苏里南,0.0075%,118,1983,883500000,美洲
墨西哥,1.8246%,10,1980,205139086956,美洲
荷兰,1.7358%,11,1980,195152092662,欧洲
中国,1.7001%,12,1980,191149211575,亚洲
印度,1.6572%,13,1980,186325345089,亚洲
沙特阿拉伯,1.4635%,14,1980,164541738058,亚洲
乍得,0.0071%,119,1983,832415805,非洲
澳大利亚,1.3322%,15,1980,149774930362,大洋洲
瑞典,1.2535%,16,1980,140928671363,欧洲
比利时,1.1281%,17,1980,126829314112,欧洲
新喀里多尼亚,0.0070%,120,1983,823832940,大洋洲
利比里亚,0.0070%,121,1983,823374900,非洲
毛里塔尼亚,0.0067%,122,1983,788371840,非洲
瑞士,1.0585%,18,1980,119008334606,欧洲
伊朗,0.8393%,19,1980,94362275579,亚洲
南非,0.7381%,20,1980,82980483390,非洲
多哥,0.0065%,123,1983,765746590,非洲
索马里,0.0062%,124,1983,733901365,非洲
中非,0.0056%,125,1983,658679394,非洲
斯威士兰,0.0047%,126,1983,555336145,非洲
列支敦士登,0.0045%,127,1983,524034109,欧洲
圭亚那,0.0042%,128,1983,489333333,美洲
奥地利,0.7299%,21,1980,82058912465,欧洲
阿根廷,0.6845%,22,1980,76961923741,美洲
印尼,0.6447%,23,1980,72482337370,亚洲
格陵兰,0.0035%,129,1983,416183706,美洲
莱索托,0.0033%,130,1983,386699308,非洲
安道尔,0.0028%,131,1983,327861832,欧洲
丹麦,0.6326%,24,1980,71127528699,欧洲
土耳其,0.6118%,25,1980,68789289565,欧洲
冈比亚,0.0018%,132,1983,213446562,非洲
圣卢西亚,0.0018%,133,1983,208178548,美洲
伯利兹,0.0016%,134,1983,192103185,美洲
安提瓜和巴布达,0.0015%,135,1983,182144092,美洲
韩国,0.5780%,26,1980,64980820835,亚洲
所罗门群岛,0.0015%,136,1983,180219397,大洋洲
不丹,0.0014%,137,1983,165585940,亚洲
几内亚比绍,0.0014%,138,1983,163577538,非洲
塞舌尔,0.0012%,139,1983,146712850,非洲
佛得角,0.0012%,140,1983,138476239,非洲
挪威,0.5731%,27,1980,64439382896,欧洲
尼日利亚,0.5710%,28,1980,64201788122,非洲
委内瑞拉,0.5258%,29,1980,59116511627,美洲
希腊,0.5055%,30,1980,56829663469,欧洲
芬兰,0.4771%,31,1980,53645202422,欧洲
格林纳达,0.0011%,141,1983,131803552,美洲
圣文森特和格林纳丁斯,0.0010%,142,1983,122255349,美洲
伊拉克,0.4750%,32,1980,53405689129,亚洲
阿联酋,0.3878%,33,1980,43598748449,亚洲
阿尔及利亚,0.3766%,34,1980,42345277342,非洲
哥伦比亚,0.2971%,35,1980,33400735644,美洲
葡萄牙,0.2926%,36,1980,32896521425,欧洲
菲律宾,0.2886%,37,1980,32450541843,亚洲
泰国,0.2878%,38,1980,32353440726,亚洲
萨摩亚,0.0010%,143,1983,111862823,大洋洲
科摩罗,0.0009%,144,1983,111519676,非洲
瓦努阿图,0.0009%,145,1983,110123779,大洋洲
密克罗尼西亚联邦,0.0009%,146,1983,106500000,大洋洲
多米尼克,0.0008%,147,1983,98665191,美洲
圣基茨和尼维斯,0.0007%,148,1983,86875571,美洲
汤加,0.0005%,149,1983,60863963,大洋洲
智利,0.2583%,39,1980,29036709871,美洲
香港,0.2567%,40,1980,28861759209,亚洲
科威特,0.2547%,41,1980,28638550499,亚洲
马尔代夫,0.0005%,150,1983,57829787,亚洲
赤道几内亚,0.0004%,151,1983,44442456,非洲
马来西亚,0.2178%,42,1980,24488033442,亚洲
以色列,0.2149%,43,1980,24164511474,亚洲
巴基斯坦,0.2107%,44,1980,23689696767,亚洲
新西兰,0.2067%,45,1980,23244547384,大洋洲
马绍尔群岛,0.0004%,152,1983,41749000,大洋洲
基里巴斯,0.0003%,153,1983,37837837,大洋洲
爱尔兰,0.1937%,46,1980,21773901116,欧洲
摩洛哥,0.1933%,47,1980,21728770055,非洲
埃及,0.1927%,48,1980,21669908177,非洲
古巴,0.1771%,49,1980,19912889861,美洲
保加利亚,0.1765%,50,1980,19839230769,欧洲
孟加拉,0.1613%,51,1980,18138049095,亚洲
秘鲁,0.1613%,52,1980,18134029179,美洲
厄瓜多尔,0.1590%,53,1980,17881514682,美洲
波多黎各,0.1284%,54,1980,14436100000,美洲
刚果（金）,0.1280%,55,1980,14394927494,非洲
叙利亚,0.1162%,56,1980,13062421024,亚洲
新加坡,0.1058%,57,1980,11896256782,亚洲
科特迪瓦,0.0905%,58,1980,10175615441,非洲
乌拉圭,0.0904%,59,1980,10163020115,美洲
突尼斯,0.0778%,60,1980,8744134354,非洲
危地马拉,0.0701%,61,1980,7878700000,美洲
卡塔尔,0.0696%,62,1980,7829094613,亚洲
苏丹,0.0664%,63,1980,7459833333,非洲
肯尼亚,0.0646%,64,1980,7265315331,非洲
多米尼加,0.0601%,65,1980,6761300000,美洲
喀麦隆,0.0600%,66,1980,6740756568,非洲
津巴布韦,0.0594%,67,1980,6678868200,非洲
特立尼达和多巴哥,0.0555%,68,1980,6235833333,美洲
卢森堡,0.0554%,69,1980,6232005655,欧洲
阿曼,0.0532%,70,1980,5981760277,亚洲
安哥拉,0.0527%,71,1980,5930503400,非洲
文莱,0.0438%,72,1980,4928824957,亚洲
哥斯达黎加,0.0430%,73,1980,4831447001,美洲
巴拿马,0.0410%,74,1980,4614086400,美洲
玻利维亚,0.0403%,75,1980,4526916802,美洲
巴拉圭,0.0396%,76,1980,4448087301,美洲
加纳,0.0395%,77,1980,4445228215,非洲
加蓬,0.0381%,78,1980,4279637933,非洲
马达加斯加,0.0360%,79,1980,4042139901,非洲
斯里兰卡,0.0358%,80,1980,4024621899,亚洲
约旦,0.0348%,81,1980,3910036925,亚洲
赞比亚,0.0341%,82,1980,3829500000,非洲
阿富汗,0.0324%,83,1980,3641723321,亚洲
萨尔瓦多,0.0318%,84,1980,3573959900,美洲
莫桑比克,0.0314%,85,1980,3526287037,非洲
塞内加尔,0.0312%,86,1980,3503282102,非洲
冰岛,0.0301%,87,1980,3386501917,欧洲
巴林,0.0273%,88,1980,3072698328,亚洲
牙买加,0.0238%,89,1980,2679409453,美洲
洪都拉斯,0.0228%,90,1980,2566000050,美洲
